,year_built,tags,permalink,status,list_price,property_id,listing,primary_photo,sold_date,sold_price,lot_sqft,sqft,baths,garages,beds,postal_code,state,city
3556,1977.0,"['central_air', 'dishwasher', 'fireplace', 'hardwood_floors', 'recreation_facilities', 'washer_dryer', 'community_swimming_pool', 'two_or_more_stories', 'fenced_yard', 'open_floor_plan', 'floor_plan', 'master_suite', 'ensuite', 'new_roof', 'clubhouse', 'playground']",2-Woodward-Ct_Annapolis_MD_21403_M61757-84056,sold,375000.0,6175784056,2961844821,https://ap.rdcpix.com/c067e61980e94f53ada3f6b727c37535l-m4140822672s-w1024_h768.jpg,2024-01-02,370000,1206.0,1518.0,3.0,,3.0,21403,Maryland,Annapolis
3557,1965.0,"['central_air', 'fireplace', 'recreation_facilities', 'community_swimming_pool', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'efficient', 'new_roof', 'shopping']",408-Hillsmere-Dr_Annapolis_MD_21403_M68238-66615,sold,450000.0,6823866615,2962360999,https://ap.rdcpix.com/03ded80bbda8b3543205585ff64a9145l-m3773898026s-w1024_h768.jpg,2023-12-29,450000,11165.0,1100.0,2.0,1.0,4.0,21403,Maryland,Annapolis
3558,1996.0,"['central_air', 'recreation_facilities', 'community_swimming_pool', 'two_or_more_stories', 'granite_kitchen', 'basketball_court', 'clubhouse', 'basketball']",617-Admiral-Dr-5402_Annapolis_MD_21401_M90575-43188,sold,375000.0,9057543188,2961729791,https://ap.rdcpix.com/02dad99d765f65f995a16c4cde190f5fl-m3313296754s-w1024_h768.jpg,2023-12-28,372500,,1577.0,2.0,,2.0,21401,Maryland,Annapolis
3559,1969.0,"['central_air', 'central_heat', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'two_or_more_stories', 'fenced_yard', 'river_access', 'hoa']",1903-Lindamoor-Dr_Annapolis_MD_21401_M62906-88255,sold,699000.0,6290688255,2961814009,https://ap.rdcpix.com/5c741fa209f20c978342044b3b679627l-m825526099s-w1024_h768.jpg,2023-12-28,700000,9350.0,2400.0,3.0,,5.0,21401,Maryland,Annapolis
3560,1983.0,"['central_air', 'dining_room', 'dishwasher', 'fireplace', 'recreation_facilities', 'washer_dryer', 'community_swimming_pool', 'basement', 'two_or_more_stories', 'modern_kitchen', 'high_ceiling', 'vaulted_ceiling', 'tennis_court', 'ensuite', 'community_center', 'tennis', 'trails', 'views']",2-Tiburon-Ct_Annapolis_MD_21403_M56219-19948,sold,325000.0,5621919948,2961972950,https://ap.rdcpix.com/bd8dce2ba6ae34caa50d35eed3c57276l-m3829562587s-w1024_h768.jpg,2023-12-27,314000,1216.0,1086.0,2.0,,1.0,21403,Maryland,Annapolis
3561,1997.0,"['central_air', 'dining_room', 'dishwasher', 'family_room', 'fireplace', 'hardwood_floors', 'recreation_facilities', 'washer_dryer', 'basement', 'two_or_more_stories', 'updated_kitchen', 'gourmet_kitchen', 'shopping']",775-Howards-Loop_Annapolis_MD_21401_M62471-27517,sold,459900.0,6247127517,2961321070,https://ap.rdcpix.com/f4aecf57baabe4f1df4993acad3ed5a2l-m4044926869s-w1024_h768.jpg,2023-12-27,459900,,2106.0,4.0,,3.0,21401,Maryland,Annapolis
3562,1977.0,"['central_air', 'fireplace', 'recreation_facilities', 'community_swimming_pool', 'basement', 'two_or_more_stories', 'fenced_yard', 'tennis_court', 'clubhouse', 'tennis', 'shopping']",19-Woodward-Ct_Annapolis_MD_21403_M61041-96180,sold,365000.0,6104196180,2961633244,https://ap.rdcpix.com/9e5aedd5a6b71ef7e605b0c8181bc41el-m332676262s-w1024_h768.jpg,2023-12-27,365000,1024.0,1746.0,3.0,,3.0,21403,Maryland,Annapolis
3563,1976.0,"['central_air', 'disability_features', 'fireplace', 'forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'library', 'views', 'beach', 'shopping']",2823-Southaven-Rd_Annapolis_MD_21401_M53860-97915,sold,535000.0,5386097915,2960264046,https://ap.rdcpix.com/8147f9a24e3ca94676855301abbd14f8l-b2981040898s-w1024_h768.jpg,2023-12-22,565000,33316.0,2596.0,3.0,2.0,3.0,21401,Maryland,Annapolis
3564,1975.0,"['central_air', 'dining_room', 'dishwasher', 'fireplace', 'hardwood_floors', 'recreation_facilities', 'washer_dryer', 'community_swimming_pool', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'open_floor_plan', 'floor_plan', 'wooded_land', 'tennis_court', 'big_lot', 'ensuite', 'clubhouse', 'tennis', 'marina']",929-Coachway_Annapolis_MD_21401_M64127-48738,sold,865000.0,6412748738,2960607690,https://ap.rdcpix.com/763f83a192a99c641d5bebbae612929cl-m4129656084s-w1024_h768.jpg,2023-12-21,850000,61196.0,4415.0,4.0,2.0,4.0,21401,Maryland,Annapolis
3565,1947.0,"['central_air', 'dining_room', 'disability_features', 'dishwasher', 'fireplace', 'hardwood_floors', 'basement', 'two_or_more_stories', 'marina']",1306-President-St_Annapolis_MD_21403_M68545-20038,sold,385000.0,6854520038,2962067957,https://ap.rdcpix.com/48fe7466f99ebcaea0fd971d7963b996l-m3844073535s-w1024_h768.jpg,2023-12-21,450000,8030.0,1526.0,2.0,,3.0,21403,Maryland,Annapolis
3566,1967.0,"['central_air', 'central_heat', 'fireplace', 'recreation_facilities', 'community_swimming_pool', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'farm', 'ranch', 'water_view', 'clubhouse', 'playground', 'views', 'marina']",246-Puritan-Pl_Annapolis_MD_21409_M63895-83843,sold,1050000.0,6389583843,2962344663,https://ap.rdcpix.com/3546fe5ea16d51d4748c84f148050e8el-m140569414s-w1024_h768.jpg,2023-12-20,1195000,20300.0,2433.0,3.0,2.0,4.0,21409,Maryland,Annapolis
3567,1965.0,"['central_air', 'dining_room', 'forced_air', 'recreation_facilities', 'community_swimming_pool', 'two_or_more_stories', 'fenced_yard', 'shopping']",24-Georgetown-Ct_Annapolis_MD_21403_M66835-14146,sold,218500.0,6683514146,2958946415,https://ap.rdcpix.com/4ad74db840ef3d0fb53c15bb5f2811adl-m3347747606s-w1024_h768.jpg,2023-12-20,219000,,1096.0,2.0,,3.0,21403,Maryland,Annapolis
3568,1986.0,"['central_air', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'recreation_facilities', 'view', 'washer_dryer', 'community_swimming_pool', 'single_story', 'waterfront', 'gated_community', 'tennis', 'trails', 'beach', 'security', 'shopping']",7004-Channel-Village-Ct-Apt-101_Annapolis_MD_21403_M59898-86585,sold,525000.0,5989886585,2960242026,https://ap.rdcpix.com/e667b792913892bc6a98d12a3a00b033l-m1981420134s-w1024_h768.jpg,2023-12-18,518444,,1280.0,2.0,,2.0,21403,Maryland,Annapolis
3569,2009.0,"['central_air', 'community_elevator', 'disability_features', 'dishwasher', 'hardwood_floors', 'recreation_facilities', 'senior_community', 'washer_dryer', 'community_swimming_pool', 'single_story', 'granite_kitchen', 'high_ceiling', 'clubhouse']",1505-Broadneck-Pl-2-303_Annapolis_MD_21409_M99669-93741,sold,395000.0,9966993741,2961552445,https://ap.rdcpix.com/fcf71bf1bbc2d21c5c7454df87602132l-m1662529338s-w1024_h768.jpg,2023-12-18,395000,,1157.0,2.0,,2.0,21409,Maryland,Annapolis
3570,1975.0,"['central_air', 'dishwasher', 'fireplace', 'forced_air', 'recreation_facilities', 'washer_dryer', 'community_swimming_pool', 'basement', 'two_or_more_stories', 'big_yard', 'new_roof', 'shopping']",975-Dogwood-Tree-Dr_Annapolis_MD_21409_M68420-15129,sold,430000.0,6842015129,2960481722,https://ap.rdcpix.com/e8cb3e6483f1dbddca19aefe4945af54l-m185064249s-w1024_h768.jpg,2023-12-15,430000,9000.0,1860.0,2.0,,4.0,21409,Maryland,Annapolis
3571,2007.0,"['central_air', 'fireplace', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'open_floor_plan', 'floor_plan', 'new_roof']",903-Scupper-Ct_Annapolis_MD_21401_M66424-78323,sold,935000.0,6642478323,2960055548,https://ap.rdcpix.com/fb1d45c646683086641db33d71cfbd78l-m1290131196s-w1024_h768.jpg,2023-12-14,895000,15865.0,5766.0,5.0,3.0,4.0,21401,Maryland,Annapolis
3572,1973.0,"['central_air', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'washer_dryer', 'two_or_more_stories', 'garage_1_or_more', 'vaulted_ceiling', 'front_porch']",803-Windgate-Dr_Annapolis_MD_21409_M61521-62523,sold,600000.0,6152162523,2958606213,https://ap.rdcpix.com/82fb98ca92813469992d93b464bba394l-m484977531s-w1024_h768.jpg,2023-12-13,600000,9000.0,2016.0,3.0,1.0,3.0,21409,Maryland,Annapolis
3573,1969.0,"['central_air', 'disability_features', 'dishwasher', 'forced_air', 'recreation_facilities', 'washer_dryer', 'community_swimming_pool', 'single_story', 'granite_kitchen', 'updated_kitchen', 'modern_kitchen', 'large_kitchen', 'basketball_court', 'tennis_court', 'ensuite', 'clubhouse', 'tennis', 'basketball', 'marina', 'shopping']",1101-Primrose-Ct-Apt-103_Annapolis_MD_21403_M62641-31731,sold,279900.0,6264131731,2961339349,https://ap.rdcpix.com/12c4458c6eace26a7aaeb73ae7484932l-m3159275857s-w1024_h768.jpg,2023-12-11,287500,,1016.0,2.0,,2.0,21403,Maryland,Annapolis
3574,1974.0,"['central_air', 'fireplace', 'forced_air', 'recreation_facilities', 'community_swimming_pool', 'two_or_more_stories', 'waterfront', 'vaulted_ceiling', 'clubhouse', 'tennis', 'views', 'marina']",10-President-Point-Dr-Unit-B3_Annapolis_MD_21403_M61515-23927,sold,950000.0,6151523927,2961613630,https://ap.rdcpix.com/2b0d8c3f83f6d85646f2143754e71265l-m3515501126s-w1024_h768.jpg,2023-12-08,999999,,1391.0,2.0,,2.0,21403,Maryland,Annapolis
3575,1988.0,"['central_air', 'dining_room', 'disability_features', 'dishwasher', 'family_room', 'fireplace', 'hardwood_floors', 'recreation_facilities', 'senior_community', 'washer_dryer', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'pond', 'golf_course', 'tennis']",1019-Sextant-Ct_Annapolis_MD_21401_M59865-64047,sold,529900.0,5986564047,2958376420,https://ap.rdcpix.com/fb9ba5a4a38111372f8b13777f56838dl-m168041545s-w1024_h768.jpg,2023-12-08,520000,2040.0,2092.0,3.0,1.0,3.0,21401,Maryland,Annapolis
3576,1965.0,"['central_air', 'central_heat', 'dining_room', 'disability_features', 'dishwasher', 'family_room', 'fireplace', 'hardwood_floors', 'recreation_facilities', 'washer_dryer', 'community_swimming_pool', 'basement', 'two_or_more_stories', 'big_yard', 'fenced_yard', 'library', 'marina', 'beach']",327-Edgemere-Dr_Annapolis_MD_21403_M65539-60766,sold,449900.0,6553960766,2960305218,https://ap.rdcpix.com/22f33c2e874dfe6091ab7a68c629bf5dl-m2289126561s-w1024_h768.jpg,2023-12-08,430000,10000.0,2580.0,1.0,,2.0,21403,Maryland,Annapolis
3577,1978.0,"['central_air', 'dining_room', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'open_floor_plan', 'floor_plan', 'big_lot', 'views', 'groundscare']",989-Sherwood-Forest-Rd_Annapolis_MD_21401_M67373-09203,sold,540000.0,6737309203,2961356544,https://ap.rdcpix.com/fd751803ab2f76135ed82d532203bf91l-m323048958s-w1024_h768.jpg,2023-12-08,550000,15028.0,1590.0,3.0,2.0,4.0,21401,Maryland,Annapolis
3578,1987.0,"['central_air', 'recreation_facilities', 'community_swimming_pool', 'single_story']",1136-Lake-Heron-Dr-2A_Annapolis_MD_21403_M90037-58152,sold,350000.0,9003758152,2960431550,https://ap.rdcpix.com/dd97de18db52707856fb6db984d4d1a9l-m3427787137s-w1024_h768.jpg,2023-12-06,343000,,1103.0,2.0,,2.0,21403,Maryland,Annapolis
3579,1977.0,"['central_air', 'disability_features', 'dishwasher', 'fireplace', 'forced_air', 'washer_dryer', 'basement', 'two_or_more_stories', 'investment_opportunity', 'park', 'golf_course', 'shopping']",418-Blossom-Tree-Ct_Annapolis_MD_21409_M60720-52119,sold,409000.0,6072052119,2961535923,https://ap.rdcpix.com/d6c85c39cab94f692aa8f8d0b829db4el-m2473605798s-w1024_h768.jpg,2023-12-05,420000,6501.0,1560.0,2.0,,4.0,21409,Maryland,Annapolis
3580,1923.0,"['central_air', 'dishwasher', 'fireplace', 'hardwood_floors', 'view', 'washer_dryer', 'water_view', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'high_ceiling', 'front_porch', 'views']",77-Conduit-St_Annapolis_MD_21401_M54643-02681,sold,995000.0,5464302681,2961291198,https://ap.rdcpix.com/ad98feb1cc65a9bee96966f6eaed12c0l-m2508786952s-w1024_h768.jpg,2023-12-05,999999,1826.0,1361.0,2.0,1.0,2.0,21401,Maryland,Annapolis
3581,1965.0,"['central_air', 'disability_features', 'forced_air', 'recreation_facilities', 'community_swimming_pool', 'single_story', 'fenced_yard', 'master_suite', 'rental_property', 'clubhouse', 'playground', 'marina', 'beach']",989-Dogwood-Tree-Dr_Annapolis_MD_21409_M67982-27646,sold,425000.0,6798227646,2962534308,https://ap.rdcpix.com/10b9bd26f02fe4c034db67d1621d0ee6l-m2624186204s-w1024_h768.jpg,2024-01-12,433000,9000.0,1612.0,2.0,,3.0,21409,Maryland,Annapolis
3582,,,1907-Mackiebeth-Ct_Annapolis_MD_21401_M97536-49228,sold,275000.0,9753649228,2951620154,https://ap.rdcpix.com/aa1515774fce1462f803ec2cf7e8c2dbl-m4191108749s-w1024_h768.jpg,2024-01-12,224825,64226.0,,0.0,,,21401,Maryland,Annapolis
3583,1986.0,"['central_air', 'fireplace', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'open_floor_plan', 'floor_plan', 'master_suite', 'big_lot']",1842-Northbridge-Ln_Annapolis_MD_21401_M50417-60606,sold,800000.0,5041760606,2961613675,https://ap.rdcpix.com/c3f8f1e70ff6803b686cdf458391be61l-m3562898520s-w1024_h768.jpg,2024-01-12,810000,85813.0,2774.0,3.0,2.0,5.0,21401,Maryland,Annapolis
3584,1978.0,"['central_air', 'dining_room', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'two_or_more_stories', 'community_swimming_pool', 'big_lot', 'ensuite', 'playground', 'volleyball', 'marina', 'groundscare']",318-Cedar-Ln_Annapolis_MD_21403_M60291-18605,sold,599900.0,6029118605,2957944525,https://ap.rdcpix.com/19e68bbe7755c0f3a613c864570b768dl-m3002993217s-w1024_h768.jpg,2024-01-11,599000,15660.0,2164.0,3.0,,4.0,21403,Maryland,Annapolis
3585,1986.0,"['basement', 'central_air', 'dishwasher', 'fireplace', 'single_story', 'swimming_pool', 'washer_dryer']",1704-Tree-House-Ct_Annapolis_MD_21401_M66183-33570,sold,787000.0,6618333570,2960027868,https://ap.rdcpix.com/3afe0e1ca4a32eb93f1264e7a138ecb3l-m3766208197s-w1024_h768.jpg,2024-01-11,777000,33105.0,4148.0,4.0,,6.0,21401,Maryland,Annapolis
3586,1992.0,"['central_air', 'dining_room', 'disability_features', 'family_room', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",3428-Narragansett-Ave_Annapolis_MD_21403_M55822-02677,sold,525000.0,5582202677,2962635382,,2024-01-11,460000,7500.0,2380.0,3.0,2.0,3.0,21403,Maryland,Annapolis
3587,1999.0,"['central_air', 'central_heat', 'recreation_facilities', 'washer_dryer', 'community_swimming_pool', 'two_or_more_stories', 'library', 'community_center', 'shopping']",30-Ironstone-Ct-Apt-L_Annapolis_MD_21403_M54854-69737,sold,299900.0,5485469737,2962252258,https://ap.rdcpix.com/fa023d8c0e46d4b7ade48b9bba3f4480l-m3156268108s-w1024_h768.jpg,2024-01-10,289900,,1620.0,3.0,,3.0,21403,Maryland,Annapolis
3588,1960.0,"['central_air', 'disability_features', 'dishwasher', 'hardwood_floors', 'washer_dryer', 'basement', 'two_or_more_stories', 'granite_kitchen', 'updated_kitchen', 'floor_plan', 'rental_property', 'new_roof', 'fixer_upper']",1215-Van-Buren-Dr_Annapolis_MD_21403_M61910-25826,sold,649000.0,6191025826,2960067035,https://ap.rdcpix.com/d44b0932c27c9ca94e6c61254cb2e811l-m4050901233s-w1024_h768.jpg,2024-01-09,625000,8470.0,1690.0,2.0,,4.0,21403,Maryland,Annapolis
3589,1997.0,"['central_air', 'dining_room', 'dishwasher', 'fireplace', 'hardwood_floors', 'view', 'washer_dryer', 'water_view', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'waterfront', 'gourmet_kitchen', 'fenced_yard', 'coffer_ceiling', 'open_floor_plan', 'floor_plan', 'library', 'elevator', 'ensuite', 'views', 'groundscare']",3200-Arundel-on-the-Bay-Rd_Annapolis_MD_21403_M53773-51791,sold,7950000.0,5377351791,2959652091,https://ap.rdcpix.com/9d62b53411d01eb932e01a3adf0a180al-b3690886916s-w1024_h768.jpg,2024-01-09,7400000,266587.0,9571.0,8.0,2.0,5.0,21403,Maryland,Annapolis
3590,1981.0,"['central_air', 'dishwasher', 'fireplace', 'hardwood_floors', 'washer_dryer', 'basement', 'two_or_more_stories', 'corner_lot', 'shopping']",201-Georgetown-Rd_Annapolis_MD_21403_M54000-75792,sold,400000.0,5400075792,2960077642,https://ap.rdcpix.com/96c65fea69e220213e0e74c69f23c6adl-m2646015377s-w1024_h768.jpg,2024-01-09,380000,3652.0,1649.0,3.0,,4.0,21403,Maryland,Annapolis
3591,1953.0,"['central_air', 'dining_room', 'dishwasher', 'family_room', 'fireplace', 'hardwood_floors', 'recreation_facilities', 'view', 'washer_dryer', 'water_view', 'community_swimming_pool', 'basement', 'two_or_more_stories', 'waterfront', 'modern_kitchen', 'large_kitchen', 'rental_property', 'ensuite', 'views']",345-Dewey-Dr_Annapolis_MD_21401_M60220-99309,sold,985000.0,6022099309,2962529490,https://ap.rdcpix.com/090034efcd9259253cfdcc32421e6a1fl-m3511118048s-w1024_h768.jpg,2024-01-09,985000,15483.0,1848.0,2.0,,4.0,21401,Maryland,Annapolis
3592,1983.0,"['central_air', 'fireplace', 'forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'theater_room', 'investment_opportunity', 'park', 'shopping']",1008-Hyde-Park-Dr_Annapolis_MD_21403_M52287-70552,sold,555000.0,5228770552,2962068083,https://ap.rdcpix.com/3c51f8cd19cb0bf83665c3632863cba1l-m3373118868s-w1024_h768.jpg,2024-01-08,555000,5850.0,1272.0,2.0,1.0,3.0,21403,Maryland,Annapolis
3593,1961.0,"['carport', 'dishwasher', 'family_room', 'fireplace', 'hardwood_floors', 'washer_dryer', 'basement', 'two_or_more_stories', 'fenced_yard', 'open_floor_plan', 'floor_plan', 'no_hoa', 'solar_system', 'big_lot', 'hoa', 'shopping']",35-Lincoln-Pkwy_Annapolis_MD_21401_M67338-80736,sold,450000.0,6733880736,2961367479,https://ap.rdcpix.com/50a7078ab0aab61a65eae0401113e1bfl-m3498702247s-w1024_h768.jpg,2024-01-08,452500,19115.0,1713.0,2.0,,3.0,21401,Maryland,Annapolis
3594,1992.0,"['central_air', 'dining_room', 'disability_features', 'dishwasher', 'forced_air', 'recreation_facilities', 'senior_community', 'washer_dryer', 'community_swimming_pool', 'single_story', 'garage_1_or_more', 'vaulted_ceiling', 'floor_plan']",930-Beacon-Way_Annapolis_MD_21401_M59864-14983,sold,414900.0,5986414983,2962074825,https://ap.rdcpix.com/6f494c5091336b3d43fea1e4beb37798l-m402359418s-w1024_h768.jpg,2024-01-05,410000,2160.0,1234.0,2.0,1.0,2.0,21401,Maryland,Annapolis
3595,1900.0,"['central_air', 'fireplace', 'basement', 'two_or_more_stories', 'big_yard', 'open_house', 'maintenance']",121-Riverview-Ave_Annapolis_MD_21401_M56302-75743,sold,600000.0,5630275743,2960305130,https://ap.rdcpix.com/69bcad452797360a21b6af9b4850b3a6l-m3943037104s-w1024_h768.jpg,2024-01-05,555000,39204.0,3800.0,3.0,,4.0,21401,Maryland,Annapolis
3596,2013.0,"['central_air', 'central_heat', 'dishwasher', 'family_room', 'hardwood_floors', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard', 'high_ceiling', 'open_floor_plan', 'floor_plan', 'corner_lot', 'playground', 'trails']",540-Deep-Creek-Vw_Annapolis_MD_21409_M64156-08737,sold,589999.0,6415608737,2960055743,https://ap.rdcpix.com/ad093f4623cd6008f02276b31d95977el-m1803646129s-w1024_h768.jpg,2024-01-04,580000,2312.0,2980.0,4.0,2.0,3.0,21409,Maryland,Annapolis
3597,1977.0,"['central_air', 'dishwasher', 'fireplace', 'hardwood_floors', 'recreation_facilities', 'washer_dryer', 'community_swimming_pool', 'two_or_more_stories', 'fenced_yard', 'open_floor_plan', 'floor_plan', 'master_suite', 'ensuite', 'new_roof', 'clubhouse', 'playground']",2-Woodward-Ct_Annapolis_MD_21403_M61757-84056,sold,375000.0,6175784056,2961844821,https://ap.rdcpix.com/c067e61980e94f53ada3f6b727c37535l-m4140822672s-w1024_h768.jpg,2024-01-02,370000,1206.0,1518.0,3.0,,3.0,21403,Maryland,Annapolis
3598,1965.0,"['central_air', 'fireplace', 'recreation_facilities', 'community_swimming_pool', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'efficient', 'new_roof', 'shopping']",408-Hillsmere-Dr_Annapolis_MD_21403_M68238-66615,sold,450000.0,6823866615,2962360999,https://ap.rdcpix.com/03ded80bbda8b3543205585ff64a9145l-m3773898026s-w1024_h768.jpg,2023-12-29,450000,11165.0,1100.0,2.0,1.0,4.0,21403,Maryland,Annapolis
3599,1996.0,"['central_air', 'recreation_facilities', 'community_swimming_pool', 'two_or_more_stories', 'granite_kitchen', 'basketball_court', 'clubhouse', 'basketball']",617-Admiral-Dr-5402_Annapolis_MD_21401_M90575-43188,sold,375000.0,9057543188,2961729791,https://ap.rdcpix.com/02dad99d765f65f995a16c4cde190f5fl-m3313296754s-w1024_h768.jpg,2023-12-28,372500,,1577.0,2.0,,2.0,21401,Maryland,Annapolis
3600,1969.0,"['central_air', 'central_heat', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'two_or_more_stories', 'fenced_yard', 'river_access', 'hoa']",1903-Lindamoor-Dr_Annapolis_MD_21401_M62906-88255,sold,699000.0,6290688255,2961814009,https://ap.rdcpix.com/5c741fa209f20c978342044b3b679627l-m825526099s-w1024_h768.jpg,2023-12-28,700000,9350.0,2400.0,3.0,,5.0,21401,Maryland,Annapolis
3601,1983.0,"['central_air', 'dining_room', 'dishwasher', 'fireplace', 'recreation_facilities', 'washer_dryer', 'community_swimming_pool', 'basement', 'two_or_more_stories', 'modern_kitchen', 'high_ceiling', 'vaulted_ceiling', 'tennis_court', 'ensuite', 'community_center', 'tennis', 'trails', 'views']",2-Tiburon-Ct_Annapolis_MD_21403_M56219-19948,sold,325000.0,5621919948,2961972950,https://ap.rdcpix.com/bd8dce2ba6ae34caa50d35eed3c57276l-m3829562587s-w1024_h768.jpg,2023-12-27,314000,1216.0,1086.0,2.0,,1.0,21403,Maryland,Annapolis
3602,1997.0,"['central_air', 'dining_room', 'dishwasher', 'family_room', 'fireplace', 'hardwood_floors', 'recreation_facilities', 'washer_dryer', 'basement', 'two_or_more_stories', 'updated_kitchen', 'gourmet_kitchen', 'shopping']",775-Howards-Loop_Annapolis_MD_21401_M62471-27517,sold,459900.0,6247127517,2961321070,https://ap.rdcpix.com/f4aecf57baabe4f1df4993acad3ed5a2l-m4044926869s-w1024_h768.jpg,2023-12-27,459900,,2106.0,4.0,,3.0,21401,Maryland,Annapolis
3603,1977.0,"['central_air', 'fireplace', 'recreation_facilities', 'community_swimming_pool', 'basement', 'two_or_more_stories', 'fenced_yard', 'tennis_court', 'clubhouse', 'tennis', 'shopping']",19-Woodward-Ct_Annapolis_MD_21403_M61041-96180,sold,365000.0,6104196180,2961633244,https://ap.rdcpix.com/9e5aedd5a6b71ef7e605b0c8181bc41el-m332676262s-w1024_h768.jpg,2023-12-27,365000,1024.0,1746.0,3.0,,3.0,21403,Maryland,Annapolis
3604,1976.0,"['central_air', 'disability_features', 'fireplace', 'forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'library', 'views', 'beach', 'shopping']",2823-Southaven-Rd_Annapolis_MD_21401_M53860-97915,sold,535000.0,5386097915,2960264046,https://ap.rdcpix.com/8147f9a24e3ca94676855301abbd14f8l-b2981040898s-w1024_h768.jpg,2023-12-22,565000,33316.0,2596.0,3.0,2.0,3.0,21401,Maryland,Annapolis
3605,1975.0,"['central_air', 'dining_room', 'dishwasher', 'fireplace', 'hardwood_floors', 'recreation_facilities', 'washer_dryer', 'community_swimming_pool', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'open_floor_plan', 'floor_plan', 'wooded_land', 'tennis_court', 'big_lot', 'ensuite', 'clubhouse', 'tennis', 'marina']",929-Coachway_Annapolis_MD_21401_M64127-48738,sold,865000.0,6412748738,2960607690,https://ap.rdcpix.com/763f83a192a99c641d5bebbae612929cl-m4129656084s-w1024_h768.jpg,2023-12-21,850000,61196.0,4415.0,4.0,2.0,4.0,21401,Maryland,Annapolis
3606,1947.0,"['central_air', 'dining_room', 'disability_features', 'dishwasher', 'fireplace', 'hardwood_floors', 'basement', 'two_or_more_stories', 'marina']",1306-President-St_Annapolis_MD_21403_M68545-20038,sold,385000.0,6854520038,2962067957,https://ap.rdcpix.com/48fe7466f99ebcaea0fd971d7963b996l-m3844073535s-w1024_h768.jpg,2023-12-21,450000,8030.0,1526.0,2.0,,3.0,21403,Maryland,Annapolis
3607,1967.0,"['central_air', 'central_heat', 'fireplace', 'recreation_facilities', 'community_swimming_pool', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'farm', 'ranch', 'water_view', 'clubhouse', 'playground', 'views', 'marina']",246-Puritan-Pl_Annapolis_MD_21409_M63895-83843,sold,1050000.0,6389583843,2962344663,https://ap.rdcpix.com/3546fe5ea16d51d4748c84f148050e8el-m140569414s-w1024_h768.jpg,2023-12-20,1195000,20300.0,2433.0,3.0,2.0,4.0,21409,Maryland,Annapolis
3608,1965.0,"['central_air', 'dining_room', 'forced_air', 'recreation_facilities', 'community_swimming_pool', 'two_or_more_stories', 'fenced_yard', 'shopping']",24-Georgetown-Ct_Annapolis_MD_21403_M66835-14146,sold,218500.0,6683514146,2958946415,https://ap.rdcpix.com/4ad74db840ef3d0fb53c15bb5f2811adl-m3347747606s-w1024_h768.jpg,2023-12-20,219000,,1096.0,2.0,,3.0,21403,Maryland,Annapolis
3609,1986.0,"['central_air', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'recreation_facilities', 'view', 'washer_dryer', 'community_swimming_pool', 'single_story', 'waterfront', 'gated_community', 'tennis', 'trails', 'beach', 'security', 'shopping']",7004-Channel-Village-Ct-Apt-101_Annapolis_MD_21403_M59898-86585,sold,525000.0,5989886585,2960242026,https://ap.rdcpix.com/e667b792913892bc6a98d12a3a00b033l-m1981420134s-w1024_h768.jpg,2023-12-18,518444,,1280.0,2.0,,2.0,21403,Maryland,Annapolis
